Doctor ID,Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration,MBBS,FCPS,BCS,MD,MS,MCPS,CCD,PGT,BDS,MPH,Gynae Problems,Cardiac Medicine,General Medicine,Aesthetic Medicine,Adolescent Medicine,Infectious Diseases,Geriatric Medicine,Polycystic Ovary Syndrome (Pcos),Hormone Dirtubances,Health Checkup (Pediatric)
1878,Prof. Dr. Khandaker Md. Nurul Arifin,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Dentofacial Orthopedics', 'Functional Orthopedics', 'General Orthopedic Clinic', 'Jaw Orthopedics', 'Lingual Orthodontics', 'Orthodontics', 'Orthographic Surgery', 'Orthopaedic Diseases', 'Orthopedic In Pitampura', 'Orthopedic Physical Therapy', 'Orthopedic Physiotherapy', 'Orthopedic Surgery', 'Orthotic Splints', 'Paediatrics - Ortho']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,Dr. Golam Morshed,"['MBBS', 'CCD', 'DM', 'MCGP', 'PGT']",MEDICINE SPECIALIST,10,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Adolescent Medicine', 'Aesthetic Medicine', 'Cardiac Medicine', 'Cognitive Remediation Therapy (Crt)', 'Critical Care Medicine', 'Family Medicine', 'Fetal Medicine', 'Fetomaternal Medicine', 'General Medicine', 'Geriatric Medicine', 'Immediate Dentures', 'Kidney Medicine', 'Lung & Mediastinal Tumors', 'Mediastinal Tumor']",1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
1880,Dr. Jhuma Saha,"['MBBS', 'DCH']",PEDIATRICIAN & NEONATOLOGIST,15,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Allergy Testing', 'Asthma', 'Auto-Immune Diseases In Children', 'Child Nutrition', 'Child Trauma & Injuries', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'Malnutrition', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Growth & Development']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1881,Dr. A. B. M. Manirul Alam,"['MBBS', 'BCS', 'M.PHIL']",RADIOLOGIST,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Breast Ultrasound', 'Computed Tomography (Ct)', 'Enchondroma', 'Gallbladder Cancer', 'Interventional Diagnostic', 'Magnetic Resonance Imaging (Mri)', 'Osteochondroma', 'Pancreatic Cancer', 'Pelvic Ultrasound', 'Positron Emission Tomography (Pet)', 'Pregnancy Ultrasound', 'Vascular Imaging', 'X-Rays', 'Chest Radiology']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Dr. Halder Kumar Golap,"['MBBS', 'FCPS', 'FICS (USA)']",GENERAL SURGEON,18,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Appendix Removal', 'Bariatric Surgery', 'Colonoscopy', 'Colorectal Surgery', 'Ectopic Pregnancy Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Hipato Biliary Surgery', 'Kidney Biopsies', 'Laparoscopic Hernial Repair', 'Laparoscopic Surgery', 'Liver Resection', 'Lymph Node Biopsy', 'Minor Surgery', 'Robotic Surgery', 'Testicle Correction Surgery', 'Tubal Ligation And Reversal', 'Hernia Repair Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Dr. Halder Kumar Golap,"['MBBS', 'FCPS', 'FICS (USA)']",COLORECTAL & LAPAROSCOPIC SURGEON,18,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Appendix Removal', 'Bariatric Surgery', 'Colonoscopy', 'Colorectal Surgery', 'Ectopic Pregnancy Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Hipato Biliary Surgery', 'Kidney Biopsies', 'Laparoscopic Hernial Repair', 'Laparoscopic Surgery', 'Liver Resection', 'Lymph Node Biopsy', 'Minor Surgery', 'Robotic Surgery', 'Testicle Correction Surgery', 'Tubal Ligation And Reversal', 'Hernia Repair Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,Dr. Jannatul Ferdous,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,22,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1883,Dr. Jannatul Ferdous,"['MBBS', 'BCS', 'FCPS']",SURGEON,22,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1884,Dr. Md. Mushfiqur Rahman Sumon,"['MBBS', 'DLO']",OTOLARYNGOLOGISTS (ENT),18,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Adenoiditis', 'Allergies', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Cholesteatoma']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,Dr. Md. Abu Kawsar,"['MBBS', 'BCS', 'FCPS', 'FCPS', 'MD', 'PGT']",ANESTHESIOLOGIST,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Arthritis And Pain Management', 'Asthma', 'Cardiac Anesthesia', 'Epilepsy', 'General Anesthesia', 'Geriatric Anesthesia', 'Hypertension (High Blood Pressure)', 'Neuro Anesthesia', 'Ob-Gyn Anesthesia', 'Obstructive Sleep Apnea (Osa)', 'Pediatric Anesthesia', 'Regional Anesthesia', 'Spinal Anesthesia', 'Stroke', 'Trauma Anesthesia', 'Maxillary Nerve Block']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1885,Dr. Md. Abu Kawsar,"['MBBS', 'BCS', 'FCPS', 'FCPS', 'MD', 'PGT']",CRITICAL CARE SPECIALIST,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Arthritis And Pain Management', 'Asthma', 'Cardiac Anesthesia', 'Epilepsy', 'General Anesthesia', 'Geriatric Anesthesia', 'Hypertension (High Blood Pressure)', 'Neuro Anesthesia', 'Ob-Gyn Anesthesia', 'Obstructive Sleep Apnea (Osa)', 'Pediatric Anesthesia', 'Regional Anesthesia', 'Spinal Anesthesia', 'Stroke', 'Trauma Anesthesia', 'Maxillary Nerve Block']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1886,Dr. M M Mahmudul Hossain,['MBBS'],GENERAL PHYSICIAN,24,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Aesthetic Medicine', ""Alzheimer'S Disease"", 'Arthritis Problem', 'General Medicine', 'Geriatric Medicine', 'Heart Diseases', 'Infectious Diseases', 'Influenza (Common Cold)', 'Neonatal Medicine', ""Parkinson'S Disease"", 'Pediatric Medicine', 'Trauma And Wound Care', 'Trouble Sleeping', 'Vaccination / Immunization', 'Adolescent Medicine']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
1887,Dr. A. S. M. Imran,"['BDS', 'FCPS']",MAXILLOFACIAL AND DENTAL SURGEON,19,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,"['Cavities (Tooth Decay)', 'Dental Caries', 'Dental Implants', 'Dental Implants', 'Dry Mouth', 'Impacted Teeth', 'Impacted Teeth', 'Improve Jaw Function', 'Mouth Tumors', 'Periodontal Disease', 'Salivary Gland Disorders', 'Sensitive Teeth', 'Temporomandibular Joint (Tmj)', 'Treat Oral Diseases', 'Orthodontics']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1888,Dr. Muhammad Zahidul Islam,"['MBBS', 'DDV']",DERMATOLOGIST,21,Super Medical Hospital Ltd.,Dhaka,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,Dr. Parvez Salman Chowdhury,"['MBBS', 'DDV']",DERMATOLOGIST,26,Super Medical Hospital Ltd.,Dhaka,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,Dr. Md. Imdadul Haque,"['MBBS', 'DD (THAILAND/JAPAN)', 'FRSH (LONDON)']",DERMATOLOGIST,28,Super Medical Hospital Ltd.,Dhaka,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,Asst. Prof. Dr. Md. Ashraful Islam,"['MBBS', 'PGT', 'DLO']",OTOLARYNGOLOGISTS (ENT),22,Super Medical Hospital Ltd.,Dhaka,"['Adenoiditis', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Allergies']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1892,Dr. Muhammad Rafiqul Islam,"['MBBS', 'BCS', 'DLO', 'FCPS']",OTOLARYNGOLOGISTS (ENT),25,Super Medical Hospital Ltd.,Dhaka,"['Adenoiditis', 'Allergies', 'Cholesteatoma', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Laryngeal Papillomatosis']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,Dr. Abdur Rahman Mia,"['MBBS', 'D-ORTHO']",ORTHOPEDIST,19,Super Medical Hospital Ltd.,Dhaka,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,Dr. Md. Mushfiqur Rahman,"['MBBS', 'BCS', 'D-ORTHO', 'MS']",ORTHOPEDIST,24,Super Medical Hospital Ltd.,Dhaka,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,Dr. Mohammad Hafiz Al-Ahsad Shohag,"['MBBS', 'BCS', 'D-ORTHO', 'PGT']",ORTHOPEDIST,22,Super Medical Hospital Ltd.,Dhaka,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1896,Dr. ATM Abdur Razzak,"['MBBS', 'MPH', 'D-ORTHO']",ORTHOPEDIST,19,Super Medical Hospital Ltd.,Dhaka,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1897,Dr. Md. Shamsuddoha Khan Joseph,"['MBBS', 'BCS', 'FCPS', 'FMAS (INDIA)']",GENERAL SURGEON,19,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure', 'Pancreas Removal']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,Dr. Md. Shamsuddoha Khan Joseph,"['MBBS', 'BCS', 'FCPS', 'FMAS (INDIA)']",LAPAROSCOPIC SURGEON,19,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure', 'Pancreas Removal']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Dr. Md. Salah Uddin Omar,"['MBBS', 'BCS']",PLASTIC SURGEON,18,Super Medical Hospital Ltd.,Dhaka,"['Acne Treatment', 'Birthmark Reduction', 'Body Contouring Surgery', 'Burn Scar Reconstruction', 'Cosmetic Surgery', 'Dermatosurgery', 'Hand Deformities', 'Lip Reconstruction', 'Liposuction', 'Nose Piercing', 'Prp Hair Transplantation', 'Reconstructive Surgery', 'Rhinoplasty', 'Vascular Malformation Treatment', 'Webbed Fingers / Toes Correction', 'Male Breast Reduction']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,Asst. Prof. Dr. Tanveer Rahman,"['MBBS', 'MS']",CARDIOTHORACIC AND VASCULAR SURGEON,21,Super Medical Hospital Ltd.,Dhaka,"['Cardiac Ablation', 'Coronary Artery Disease', 'Crt For Heart Failure', 'Emphysema', 'Esophageal Atresia Repair', 'Heart Transplant.', 'Heart Valves', 'Implantable Cardioverter Defibrillator (Icd)', 'Mitral Valve Replacement', 'Pacemaker Implantation', 'Patent Ductus Arteriosus (Pda) Ligation', 'Tetralogy Of Fallot Repair', 'Thoracotomy', 'Tracheoesophageal Fistula (Tef)']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Asst. Prof. Dr. Md. Raisul Abedin,"['MBBS', 'BCS', 'FCPS']",GENERAL SURGEON,22,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Colon Resection']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Asst. Prof. Dr. Md. Raisul Abedin,"['MBBS', 'BCS', 'FCPS']",LAPAROSCOPIC SURGEON,22,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Colon Resection']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,Dr. Md. Kamrul Islam Kajal,"['MBBS', 'BCS', 'FCPS']",GENERAL SURGEON,19,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure', 'Pancreas Removal']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,Dr. Md. Kamrul Islam Kajal,"['MBBS', 'BCS', 'FCPS']",LAPAROSCOPIC SURGEON,19,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure', 'Pancreas Removal']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,Dr. Tasmina Hossain,"['MBBS', 'FCPS']",GENERAL SURGEON,17,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,Dr. Tasmina Hossain,"['MBBS', 'FCPS']",LAPAROSCOPIC SURGEON,17,Super Medical Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,Dr. Fahim Hussain,"['MBBS', 'BCS', 'MS']",UROLOGIST,15,Super Medical Hospital Ltd.,Dhaka,"['Bladder Control Problems', 'Cystocele', 'Epididymitis', 'Erectile Dysfunction (Ed)', 'Hydronephrosis', 'Kidney Stones', 'Neurogenic Bladder', ""Peyronie'S Disease"", 'Prostate Problems', 'Pyelonephritis', 'Testicular Cancer', 'Ureteral Stricture', 'Urinary Tract Infections', 'Urologic Diseases', 'Orchitis']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,Asst. Prof. Dr. Maruf Ahmed,"['MBBS', 'BCS', 'MS']",UROLOGIST,19,Super Medical Hospital Ltd.,Dhaka,"['Bladder Control Problems', 'Cystocele', 'Epididymitis', 'Erectile Dysfunction (Ed)', 'Hydronephrosis', 'Kidney Stones', 'Neurogenic Bladder', ""Peyronie'S Disease"", 'Prostate Problems', 'Pyelonephritis', 'Testicular Cancer', 'Ureteral Stricture', 'Urinary Tract Infections', 'Urologic Diseases', 'Orchitis']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,Dr. Md. Raihan Islam,"['MBBS', 'MS']",PEDIATRICIAN & NEONATOLOGIST,22,Super Medical Hospital Ltd.,Dhaka,"['Allergy Testing', 'Asthma', 'Auto-Immune Diseases In Children', 'Child Nutrition', 'Child Trauma & Injuries', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'Malnutrition', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Growth & Development']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1906,Dr. Md. Mahfuzar Rahman,"['MBBS', 'MD', 'D. ORTHO']",PEDIATRIC SURGEON,28,Super Medical Hospital Ltd.,Dhaka,"['Achalasia', 'Adnexal Tumors', 'Adrenal Cancer', 'Appendicitis', 'Arthroscopy', 'Benign Adrenal Tumors', 'Bowel Obstruction', 'Colon Polyps', 'Congenital Diaphragmatic Hernia', 'Esophageal Atresia', ""Hirschsprung'S Disease"", 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Pyloric Stenosis', 'Spinal Disorders', 'Ligament Sprains']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Dr. Md. Mahfuzar Rahman,"['MBBS', 'MD', 'D. ORTHO']",ORTHOPEDIST,28,Super Medical Hospital Ltd.,Dhaka,"['Achalasia', 'Adnexal Tumors', 'Adrenal Cancer', 'Appendicitis', 'Arthroscopy', 'Benign Adrenal Tumors', 'Bowel Obstruction', 'Colon Polyps', 'Congenital Diaphragmatic Hernia', 'Esophageal Atresia', ""Hirschsprung'S Disease"", 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Pyloric Stenosis', 'Spinal Disorders', 'Ligament Sprains']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,Dr. M. Yusuf,"['MBBS', 'MD']",PEDIATRICIAN & NEONATOLOGIST,28,Super Medical Hospital Ltd.,Dhaka,"['Allergy Testing', 'Asthma', 'Child Trauma & Injuries', 'Congenital Disabilities', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'Jaundice', 'Metabolic Disorders', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Seizure Disorders', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Premature Birth']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1908,Asst. Prof. Dr. Md. Rakibul Haque Khan,"['MBBS', 'BCS', 'FCPS', 'MD']",PEDIATRICIAN & NEONATOLOGIST,27,Super Medical Hospital Ltd.,Dhaka,"['Allergy Testing', 'Asthma', 'Auto-Immune Diseases In Children', 'Child Nutrition', 'Child Trauma & Injuries', 'Growth & Development Evaluation / Management', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'Malnutrition', 'Metabolic Disorders', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Seizure Disorders', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Jaundice']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1909,Dr. Md. Shamsul Alam Khan Liton,"['MBBS', 'DTM (SWEDEN)']",GYNECOLOGIST & OBSTETRICIAN,27,Super Medical Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Pregnancy Care & Check-Up']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1910,Dr. Farhana Sheikh,"['MBBS', 'DGO', 'DM']",GYNECOLOGIST & OBSTETRICIAN,25,Super Medical Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Pregnancy Care & Check-Up']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1911,Dr. Ferdowsi Sultana,"['MBBS', 'DGO', 'DM']",GYNECOLOGIST & OBSTETRICIAN,26,Super Medical Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Pregnancy Care & Check-Up']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1912,Dr. Zainab Akhtar,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,22,Super Medical Hospital Ltd.,Dhaka,"['Embolization', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Female Sexual Dysfunction']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
